"salmon.geneid","zebrafish.geneid","human.geneid","zebrafish.genename","zebrafish.genename_full","human.genename","human.genename_full","gene_name_base"
"ENSSSAG00000000610","ENSDARG00000045565","ENSG00000184967","noc4l","noc4l","NOC4L","NOC4L","noc4l"
"ENSSSAG00000000613","ENSDARG00000102960","ENSG00000143952","vps54","vps54","VPS54","VPS54","vps54"
"ENSSSAG00000000616","ENSDARG00000004898","ENSG00000205832","zp2l2","zp2l2","C16orf96","C16orf96","c16orf96"
"ENSSSAG00000000618","ENSDARG00000007405","ENSG00000023734","strap","strap","STRAP","STRAP","strap"
"ENSSSAG00000000620","ENSDARG00000091428|ENSDARG00000113859","ENSG00000137478","FCHSD2","FCHSD2|","FCHSD2","FCHSD2","fchsd2"
"ENSSSAG00000000623","ENSDARG00000076435","ENSG00000144827","abhd10a","abhd10a","ABHD10","ABHD10","abhd10"
"ENSSSAG00000000625","ENSDARG00000052893","NA","rx3","rx3",NA,NA,"rx3"
"ENSSSAG00000000626","ENSDARG00000034852","ENSG00000144130","nt5c2l1","nt5c2l1","NT5DC4","NT5DC4","nt5dc4"
"ENSSSAG00000000630","ENSDARG00000062182|ENSDARG00000091252","ENSG00000137204","slc22a7b","slc22a7b.3|slc22a7b.2","SLC22A7","SLC22A7","slc22a7"
"ENSSSAG00000000631","ENSDARG00000035399","ENSG00000164331","ankra2","ankra2","ANKRA2","ANKRA2","ankra2"
"ENSSSAG00000000632","ENSDARG00000074052|ENSDARG00000074136|ENSDARG00000075389|ENSDARG00000075785","NA","herc56","herc56.4|herc56.3|herc56.2|herc56.1",NA,NA,"herc56"
"ENSSSAG00000000636","ENSDARG00000045562","ENSG00000177192","pus1","pus1","PUS1","PUS1","pus1"
"ENSSSAG00000000640","ENSDARG00000036994","ENSG00000167291","tbc1d16","tbc1d16","TBC1D16","TBC1D16","tbc1d16"
"ENSSSAG00000000643","ENSDARG00000071601","NA","pvalb9","pvalb9",NA,NA,"pvalb9"
"ENSSSAG00000000645","ENSDARG00000039649","ENSG00000122033","mtif3","mtif3","MTIF3","MTIF3","mtif3"
"ENSSSAG00000000650","ENSDARG00000051955","ENSG00000100916|ENSG00000174744","brms1","brms1","BRMS1L","BRMS1L|BRMS1","brms1"
"ENSSSAG00000000654","ENSDARG00000079468","ENSG00000072422","rhobtb1","rhobtb1","RHOBTB1","RHOBTB1","rhobtb1"
"ENSSSAG00000000656","ENSDARG00000059466","ENSG00000132970","wasf3a","wasf3a","WASF3","WASF3","wasf3"
"ENSSSAG00000000657","ENSDARG00000021147","ENSG00000001461","nipal3","nipal3","NIPAL3","NIPAL3","nipal3"
"ENSSSAG00000000659","ENSDARG00000056559","ENSG00000146574|ENSG00000122674","ccz1","ccz1","CCZ1B","CCZ1B|CCZ1","ccz1"
"ENSSSAG00000000660","ENSDARG00000069937","ENSG00000079805","dnm2a","dnm2a","DNM2","DNM2","dnm2"
"ENSSSAG00000000667","ENSDARG00000063438","ENSG00000198911","srebf2","srebf2","SREBF2","SREBF2","srebf2"
"ENSSSAG00000000672","ENSDARG00000067992|ENSDARG00000070502","ENSG00000091972","si:dkey-31e10","si:dkey-31e10.1|si:dkey-31e10.5","CD200","CD200","cd200"
"ENSSSAG00000000673","ENSDARG00000103007","ENSG00000149273|ENSG00000182093","rps3","rps3","RPS3","RPS3|GET1","rps3"
"ENSSSAG00000000679","ENSDARG00000045167","ENSG00000126787","dlgap5","dlgap5","DLGAP5","DLGAP5","dlgap5"
"ENSSSAG00000000682","ENSDARG00000078552","ENSG00000158055","grhl3","grhl3","GRHL3","GRHL3","grhl3"
"ENSSSAG00000000684","ENSDARG00000081488","NA","mir301c","mir301c",NA,NA,"mir301c"
"ENSSSAG00000000686","ENSDARG00000075930","ENSG00000087116","adamts2a","adamts2a","ADAMTS2","ADAMTS2","adamts2"
"ENSSSAG00000000687","ENSDARG00000058231","NA","nt5c2b","nt5c2b",NA,NA,"nt5c2b"
"ENSSSAG00000000688","ENSDARG00000099260","ENSG00000154217","PITPNC1","PITPNC1","PITPNC1","PITPNC1","pitpnc1"
"ENSSSAG00000000689","ENSDARG00000035400","NA","btf3","btf3",NA,NA,"btf3"
"ENSSSAG00000000691","ENSDARG00000034534|ENSDARG00000076318","ENSG00000114573","atp6v1a","atp6v1aa|atp6v1ab","ATP6V1A","ATP6V1A","atp6v1a"
"ENSSSAG00000000695","ENSDARG00000014098","ENSG00000118762","pkd2","pkd2","PKD2","PKD2","pkd2"
"ENSSSAG00000000697","ENSDARG00000100149","ENSG00000168646","axin2","axin2","AXIN2","AXIN2","axin2"
"ENSSSAG00000000698","ENSDARG00000051891","NA","rsph10b","rsph10b",NA,NA,"rsph10b"
"ENSSSAG00000000701","ENSDARG00000032932","ENSG00000142675","cnksr1","cnksr1","CNKSR1","CNKSR1","cnksr1"
"ENSSSAG00000000703","ENSDARG00000030508|ENSDARG00000103285","ENSG00000100147","ccdc134","ccdc134|CCDC134","CCDC134","CCDC134","ccdc134"
"ENSSSAG00000000704","ENSDARG00000010442","NA","rnf11a","rnf11a",NA,NA,"rnf11a"
"ENSSSAG00000000707","ENSDARG00000002916","ENSG00000075826","sec31b","sec31b","SEC31B","SEC31B","sec31b"
"ENSSSAG00000000708","ENSDARG00000101886","ENSG00000179889","pdxdc1","pdxdc1","PDXDC1","PDXDC1","pdxdc1"
"ENSSSAG00000000709","ENSDARG00000035388","ENSG00000164325","tmem174","tmem174","TMEM174","TMEM174","tmem174"
"ENSSSAG00000000710","ENSDARG00000025220","ENSG00000157837","sppl3","sppl3","SPPL3","SPPL3","sppl3"
"ENSSSAG00000000711","ENSDARG00000078135","ENSG00000011028","mrc2","mrc2","MRC2","MRC2","mrc2"
"ENSSSAG00000000712","ENSDARG00000010246","ENSG00000126457","prmt1","prmt1","PRMT1","PRMT1","prmt1"
"ENSSSAG00000000715","ENSDARG00000078257","NA","ora5","ora5",NA,NA,"ora5"
"ENSSSAG00000000716","ENSDARG00000079293","ENSG00000178795","gdpd4b","gdpd4b","GDPD4","GDPD4","gdpd4"
"ENSSSAG00000000721","ENSDARG00000043003","ENSG00000185813","pcyt2","pcyt2","PCYT2","PCYT2","pcyt2"
"ENSSSAG00000000724","ENSDARG00000038242","NA","zgc:113333","zgc:113333",NA,NA,"zgc:113333"
"ENSSSAG00000000725","ENSDARG00000102517","ENSG00000095713","crtac1b","crtac1b","CRTAC1","CRTAC1","crtac1"
"ENSSSAG00000000727","ENSDARG00000075672","ENSG00000122512","pms2","pms2","PMS2","PMS2","pms2"
"ENSSSAG00000000728","ENSDARG00000013623","ENSG00000165637","vdac2","vdac2","VDAC2","VDAC2","vdac2"
"ENSSSAG00000000729","ENSDARG00000117179","NA",NA,"",NA,NA,NA
"ENSSSAG00000000731","ENSDARG00000074282","ENSG00000257743","gaa2","gaa2","MGAM2","MGAM2","mgam2"
"ENSSSAG00000000733","ENSDARG00000038243","ENSG00000167967","e4f1","e4f1","E4F1","E4F1","e4f1"
"ENSSSAG00000000735","ENSDARG00000068110","ENSG00000168135",NA,"","KCNJ4","KCNJ4","kcnj4"
"ENSSSAG00000000738","ENSDARG00000110178","NA",NA,"",NA,NA,NA
"ENSSSAG00000000739","ENSDARG00000093182","ENSG00000086232","eif2ak1","eif2ak1","EIF2AK1","EIF2AK1","eif2ak1"
"ENSSSAG00000000743","ENSDARG00000074329","ENSG00000099889","arvcfa","arvcfa","ARVCF","ARVCF","arvcf"
"ENSSSAG00000000746","ENSDARG00000029039","ENSG00000184307","zdhhc23a","zdhhc23a","ZDHHC23","ZDHHC23","zdhhc23"
"ENSSSAG00000000748","ENSDARG00000067669","ENSG00000220201","zglp1","zglp1","ZGLP1","ZGLP1","zglp1"
"ENSSSAG00000000750","ENSDARG00000010712","NA","npffr1l3","npffr1l3",NA,NA,"npffr1l3"
"ENSSSAG00000000752","ENSDARG00000101063","NA",NA,"",NA,NA,NA
"ENSSSAG00000000757","ENSDARG00000109233","ENSG00000163217","bmp10l","bmp10l","BMP10","BMP10","bmp10"
"ENSSSAG00000000759","ENSDARG00000117133","ENSG00000121552","cst14b","cst14b.1","CSTA","CSTA","csta"
"ENSSSAG00000000762","ENSDARG00000014682","ENSG00000196932","tmem26b","tmem26b","TMEM26","TMEM26","tmem26"
"ENSSSAG00000000763","ENSDARG00000032836","ENSG00000135175|ENSG00000122543","pvalb5","pvalb5","OCM2","OCM2|OCM","pvalb5"
"ENSSSAG00000000766","ENSDARG00000027016","ENSG00000107862","gbf1","gbf1","GBF1","GBF1","gbf1"
"ENSSSAG00000000768","ENSDARG00000026348","ENSG00000139631","csad","csad","CSAD","CSAD","csad"
"ENSSSAG00000000771","ENSDARG00000038012","ENSG00000133477|ENSG00000105523","fam83fa","fam83fa","FAM83F","FAM83F|FAM83E","fam83fa"
"ENSSSAG00000000774","ENSDARG00000098874","NA","exoc6b","exoc6b",NA,NA,"exoc6b"
"ENSSSAG00000000776","ENSDARG00000087016","NA","micall1b","micall1b.2",NA,NA,"micall1b"
"ENSSSAG00000000779","ENSDARG00000045979","ENSG00000107317","zgc:153704","zgc:153704","PTGDS","PTGDS","ptgds"
"ENSSSAG00000000782","ENSDARG00000060539","ENSG00000161681","shank1","shank1","SHANK1","SHANK1","shank1"
"ENSSSAG00000000789","ENSDARG00000074634","ENSG00000079999","keap1b","keap1b","KEAP1","KEAP1","keap1"
"ENSSSAG00000000791","ENSDARG00000038067","ENSG00000108854","smurf2","smurf2","SMURF2","SMURF2","smurf2"
"ENSSSAG00000000795","ENSDARG00000075226","ENSG00000141646","smad4a","smad4a","SMAD4","SMAD4","smad4"
"ENSSSAG00000000797","ENSDARG00000098178|ENSDARG00000100269|ENSDARG00000100272|ENSDARG00000101588|ENSDARG00000102990|ENSDARG00000105708|ENSDARG00000105775|ENSDARG00000105796|ENSDARG00000105828","NA","or109-6","or42a6|or42a7|or42a5|or42a9|or42a2|or42a4|or109-6|or42a1|or42a8",NA,NA,"or109-6"
"ENSSSAG00000000798","ENSDARG00000075830","ENSG00000213023","syt3","syt3","SYT3","SYT3","syt3"
"ENSSSAG00000000804","ENSDARG00000104696","ENSG00000184831","apooa","apooa","APOO","APOO","apoo"
"ENSSSAG00000000805","ENSDARG00000060645","ENSG00000187531","sirt7","sirt7","SIRT7","SIRT7","sirt7"
"ENSSSAG00000000807","ENSDARG00000015033","ENSG00000170482","slc23a1","slc23a1","SLC23A1","SLC23A1","slc23a1"
"ENSSSAG00000000811","ENSDARG00000014790","ENSG00000138757","g3bp2a","g3bp2a","G3BP2","G3BP2","g3bp2"
"ENSSSAG00000000813","ENSDARG00000005861","ENSG00000188559","ralgapa2","ralgapa2","RALGAPA2","RALGAPA2","ralgapa2"
"ENSSSAG00000000814","ENSDARG00000098311","ENSG00000169740","si:zfos-932h1","si:zfos-932h1.3","ZNF32","ZNF32","znf32"
"ENSSSAG00000000815","ENSDARG00000055698","ENSG00000135749","pcnx2","pcnx2","PCNX2","PCNX2","pcnx2"
"ENSSSAG00000000816","ENSDARG00000095908","ENSG00000130066","SAT1","SAT1","SAT1","SAT1","sat1"
"ENSSSAG00000000817","ENSDARG00000074583","ENSG00000182771","grid1a","grid1a","GRID1","GRID1","grid1"
"ENSSSAG00000000819","ENSDARG00000059046","ENSG00000095261","psmd5","psmd5","PSMD5","PSMD5","psmd5"
"ENSSSAG00000000820","ENSDARG00000005578","ENSG00000169764","ugp2a","ugp2a","UGP2","UGP2","ugp2"
"ENSSSAG00000000822","ENSDARG00000038005","ENSG00000104960|ENSG00000104973","med25","med25","PTOV1","PTOV1|MED25","med25"
"ENSSSAG00000000823","ENSDARG00000076716","ENSG00000083093","palb2","palb2","PALB2","PALB2","palb2"
"ENSSSAG00000000826","ENSDARG00000091172|ENSDARG00000091203","NA","or42b","or42b1|or42b2",NA,NA,"or42b"
"ENSSSAG00000000827","ENSDARG00000069013","ENSG00000123131","prdx4","prdx4","PRDX4","PRDX4","prdx4"
"ENSSSAG00000000830","ENSDARG00000094176","ENSG00000129355","cdkn2d","cdkn2d","CDKN2D","CDKN2D","cdkn2d"
"ENSSSAG00000000831","ENSDARG00000091172|ENSDARG00000091203","NA","or42b","or42b1|or42b2",NA,NA,"or42b"
"ENSSSAG00000000832","ENSDARG00000078828","ENSG00000183979|ENSG00000183971","npb","npb","NPB","NPB|NPW","npb"
"ENSSSAG00000000837","ENSDARG00000096454|ENSDARG00000113932","ENSG00000129354","ap1m2","ap1m2|","AP1M2","AP1M2","ap1m2"
"ENSSSAG00000000842","ENSDARG00000090963","NA","atp6ap1lb","atp6ap1lb",NA,NA,"atp6ap1lb"
"ENSSSAG00000000844","ENSDARG00000003146","NA","si:dkey-27m7","si:dkey-27m7.4",NA,NA,"si:dkey-27m7"
"ENSSSAG00000000849","ENSDARG00000037589","ENSG00000101193","gid8b","gid8b","GID8","GID8","gid8"
"ENSSSAG00000000851","ENSDARG00000078918","ENSG00000165644","comtd1","comtd1","COMTD1","COMTD1","comtd1"
"ENSSSAG00000000852","ENSDARG00000054793","ENSG00000161671","emc10","emc10","EMC10","EMC10","emc10"
"ENSSSAG00000000854","ENSDARG00000076462","NA","ndnfl","ndnfl",NA,NA,"ndnfl"
"ENSSSAG00000000855","ENSDARG00000044632","NA","myo7ab","myo7ab",NA,NA,"myo7ab"
"ENSSSAG00000000857","ENSDARG00000011049","ENSG00000101194","slc17a9b","slc17a9b","SLC17A9","SLC17A9","slc17a9"
"ENSSSAG00000000858","ENSDARG00000080578|ENSDARG00000099451","ENSG00000207726","dre-mir-455-1","mir455b|dre-mir-455-1","MIR455","MIR455","mir455"
"ENSSSAG00000000859","ENSDARG00000032087","ENSG00000181523","sgsh","sgsh","SGSH","SGSH","sgsh"
"ENSSSAG00000000860","ENSDARG00000008383","ENSG00000241685","arpc1a","arpc1a","ARPC1A","ARPC1A","arpc1a"
"ENSSSAG00000000861","ENSDARG00000061215","ENSG00000138286","fam149b1","fam149b1","FAM149B1","FAM149B1","fam149b1"
"ENSSSAG00000000866","ENSDARG00000018492","ENSG00000165655","znf503","znf503","ZNF503","ZNF503","znf503"
"ENSSSAG00000000867","ENSDARG00000024708","ENSG00000125648","slc25a23b","slc25a23b","SLC25A23","SLC25A23","slc25a23"
"ENSSSAG00000000869","ENSDARG00000037588","ENSG00000125533","bhlhe23","bhlhe23","BHLHE23","BHLHE23","bhlhe23"
"ENSSSAG00000000874","ENSDARG00000005159|ENSDARG00000089829","ENSG00000008256","cyth3b","cyth3b|si:ch211-189a21.1","CYTH3","CYTH3","cyth3"
"ENSSSAG00000000875","ENSDARG00000032820","ENSG00000133105","rxfp2a","rxfp2a","RXFP2","RXFP2","rxfp2"
"ENSSSAG00000000881","ENSDARG00000078425","ENSG00000065154","oat","oat","OAT","OAT","oat"
"ENSSSAG00000000884","ENSDARG00000022944","ENSG00000122882","ecd","ecd","ECD","ECD","ecd"
"ENSSSAG00000000885","ENSDARG00000025301","ENSG00000131095","gfap","gfap","GFAP","GFAP","gfap"
"ENSSSAG00000000887","ENSDARG00000018856","ENSG00000133083","dclk1a","dclk1a","DCLK1","DCLK1","dclk1"
"ENSSSAG00000000889","ENSDARG00000079361","ENSG00000118777","abcg2b","abcg2b","ABCG2","ABCG2","abcg2"
"ENSSSAG00000000890","ENSDARG00000016775","ENSG00000021776","aqr","aqr","AQR","AQR","aqr"
"ENSSSAG00000000891","ENSDARG00000012387","ENSG00000131828|ENSG00000163114","pdha1a","pdha1a","PDHA1","PDHA1|PDHA2","pdha1a"
"ENSSSAG00000000892","ENSDARG00000043493","ENSG00000141367","cltca","cltca","CLTC","CLTC","cltc"
"ENSSSAG00000000896","ENSDARG00000101405","ENSG00000070731",NA,"","ST6GALNAC2","ST6GALNAC2","st6galnac2"
"ENSSSAG00000000897","ENSDARG00000014550","ENSG00000080298","rfx3","rfx3","RFX3","RFX3","rfx3"
"ENSSSAG00000000898","ENSDARG00000035389","ENSG00000157107","fcho2","fcho2","FCHO2","FCHO2","fcho2"
"ENSSSAG00000000899","ENSDARG00000038213","ENSG00000121073","slc35b1","slc35b1","SLC35B1","SLC35B1","slc35b1"
"ENSSSAG00000000901","ENSDARG00000078828","ENSG00000183979|ENSG00000183971","npb","npb","NPB","NPB|NPW","npb"
"ENSSSAG00000000902","ENSDARG00000077762","NA","slc2a4rg","slc2a4rg",NA,NA,"slc2a4rg"
"ENSSSAG00000000905","ENSDARG00000078440","NA","ccdc88aa","ccdc88aa",NA,NA,"ccdc88aa"
"ENSSSAG00000000906","ENSDARG00000112811","NA",NA,"",NA,NA,NA
"ENSSSAG00000000909","ENSDARG00000017772","ENSG00000014641","mdh1aa","mdh1aa","MDH1","MDH1","mdh1"
"ENSSSAG00000000910","ENSDARG00000078105","ENSG00000100150","depdc5","depdc5","DEPDC5","DEPDC5","depdc5"
"ENSSSAG00000000911","ENSDARG00000038068","ENSG00000108654","ddx5","ddx5","DDX5","DDX5","ddx5"
"ENSSSAG00000000912","ENSDARG00000043021","ENSG00000181045","slc26a11","slc26a11","SLC26A11","SLC26A11","slc26a11"
"ENSSSAG00000000916","ENSDARG00000102896","ENSG00000070495","jmjd6","jmjd6","JMJD6","JMJD6","jmjd6"
"ENSSSAG00000000917","ENSDARG00000078640","ENSG00000121104","fam117aa","fam117aa","FAM117A","FAM117A","fam117a"
"ENSSSAG00000000924","ENSDARG00000026759","NA","ldlrb","ldlrb",NA,NA,"ldlrb"
"ENSSSAG00000000925","ENSDARG00000061257","ENSG00000108666","C3H17orf75","C3H17orf75","C17orf75","C17orf75","c17orf75"
"ENSSSAG00000000928","ENSDARG00000058993","ENSG00000067900","rock1","rock1","ROCK1","ROCK1","rock1"
"ENSSSAG00000000929","ENSDARG00000078191","ENSG00000130584","zbtb46","zbtb46","ZBTB46","ZBTB46","zbtb46"
"ENSSSAG00000000935","ENSDARG00000076895","ENSG00000125848","flrt3","flrt3","FLRT3","FLRT3","flrt3"
"ENSSSAG00000000938","ENSDARG00000082246","NA","mir1388","mir1388",NA,NA,"mir1388"
"ENSSSAG00000000940","ENSDARG00000100519","ENSG00000121067","spop","spop","SPOP","SPOP","spop"
"ENSSSAG00000000943","ENSDARG00000098787","NA","cd7al","cd7al",NA,NA,"cd7al"
"ENSSSAG00000000948","ENSDARG00000076847","ENSG00000078687","tnrc6c1","tnrc6c1","TNRC6C","TNRC6C","tnrc6c"
"ENSSSAG00000000949","ENSDARG00000071055","ENSG00000196700","znf512b","znf512b","ZNF512B","ZNF512B","znf512b"
"ENSSSAG00000000950","ENSDARG00000105442","ENSG00000138131","LOXL4","LOXL4","LOXL4","LOXL4","loxl4"
"ENSSSAG00000000952","ENSDARG00000073876|ENSDARG00000074210|ENSDARG00000100339","NA","arf4b","si:ch1073-165f9.2|zgc:110286|arf4b",NA,NA,"arf4b"
"ENSSSAG00000000954","ENSDARG00000079623","ENSG00000165886","ubtd1b","ubtd1b","UBTD1","UBTD1","ubtd1"
"ENSSSAG00000000959","ENSDARG00000016875","ENSG00000104812","gys1","gys1","GYS1","GYS1","gys1"
"ENSSSAG00000000960","ENSDARG00000100519","ENSG00000121067","spop","spop","SPOP","SPOP","spop"
"ENSSSAG00000000963","ENSDARG00000094377","ENSG00000130590","samd10b","samd10b","SAMD10","SAMD10","samd10"
"ENSSSAG00000000964","ENSDARG00000036567","ENSG00000129673","aanat1","aanat1","AANAT","AANAT","aanat"
"ENSSSAG00000000968","ENSDARG00000102828","ENSG00000092931","mfsd11","mfsd11","MFSD11","MFSD11","mfsd11"
"ENSSSAG00000000976","ENSDARG00000034293","ENSG00000100644","hif1ab","hif1ab","HIF1A","HIF1A","hif1a"
"ENSSSAG00000000977","ENSDARG00000074415","ENSG00000172086","zgc:171482","zgc:171482","KRCC1","KRCC1","krcc1"
"ENSSSAG00000000978","ENSDARG00000012642","NA","znf271","znf271",NA,NA,"znf271"
"ENSSSAG00000000980","ENSDARG00000116101","ENSG00000143889",NA,"","HNRNPLL","HNRNPLL","hnrnpll"
"ENSSSAG00000000984","ENSDARG00000043806","ENSG00000133110","postna","postna","POSTN","POSTN","postn"
"ENSSSAG00000000986","ENSDARG00000059826","ENSG00000095713","crtac1a","crtac1a","CRTAC1","CRTAC1","crtac1"
"ENSSSAG00000000988","ENSDARG00000038213","ENSG00000121073","slc35b1","slc35b1","SLC35B1","SLC35B1","slc35b1"
"ENSSSAG00000000990","ENSDARG00000105016","ENSG00000199961",NA,"","SNORD1B","SNORD1B","snord1b"
"ENSSSAG00000000992","ENSDARG00000074588","ENSG00000171806","mettl18","mettl18","METTL18","METTL18","mettl18"
"ENSSSAG00000000993","ENSDARG00000105016","ENSG00000199961",NA,"","SNORD1B","SNORD1B","snord1b"
"ENSSSAG00000000998","ENSDARG00000099301","ENSG00000105401","cdc37","cdc37","CDC37","CDC37","cdc37"
"ENSSSAG00000001000","ENSDARG00000078640","ENSG00000121104","fam117aa","fam117aa","FAM117A","FAM117A","fam117a"
"ENSSSAG00000001001","ENSDARG00000054320","ENSG00000196961","ap2a1","ap2a1","AP2A1","AP2A1","ap2a1"
"ENSSSAG00000001002","ENSDARG00000115335","ENSG00000185262","ubald2","ubald2","UBALD2","UBALD2","ubald2"
"ENSSSAG00000001003","ENSDARG00000071090","ENSG00000077522","actn2b","actn2b","ACTN2","ACTN2","actn2"
"ENSSSAG00000001005","ENSDARG00000107527","ENSG00000187714","slc18a3b","slc18a3b","SLC18A3","SLC18A3","slc18a3"
"ENSSSAG00000001006","ENSDARG00000014068","ENSG00000171314|ENSG00000226784","pgam1b","pgam1b","PGAM1","PGAM1|PGAM4","pgam1b"
"ENSSSAG00000001008","ENSDARG00000007245","ENSG00000108309","rundc3aa","rundc3aa","RUNDC3A","RUNDC3A","rundc3a"
"ENSSSAG00000001009","ENSDARG00000003328","ENSG00000119906","slf2","slf2","SLF2","SLF2","slf2"
"ENSSSAG00000001010","ENSDARG00000001803","ENSG00000143630|ENSG00000135519","kcnh6a","kcnh6a","HCN3","HCN3|KCNH3","kcnh6a"
"ENSSSAG00000001011","ENSDARG00000053500","ENSG00000160200","cbsa","cbsa","CBS","CBS","cbs"
"ENSSSAG00000001012","ENSDARG00000102252","ENSG00000115464","USP34","USP34","USP34","USP34","usp34"
"ENSSSAG00000001015","ENSDARG00000036295","ENSG00000155265","golga7ba","golga7ba","GOLGA7B","GOLGA7B","golga7b"
"ENSSSAG00000001017","ENSDARG00000039579","ENSG00000197766","cfd","cfd","CFD","CFD","cfd"
"ENSSSAG00000001018","ENSDARG00000018658","ENSG00000131043","aar2","aar2","AAR2","AAR2","aar2"
"ENSSSAG00000001020","ENSDARG00000069327","NA","nkx3","nkx3.3",NA,NA,"nkx3"
"ENSSSAG00000001021","ENSDARG00000076299","ENSG00000183798",NA,"","EMILIN3","EMILIN3","emilin3"
"ENSSSAG00000001022","ENSDARG00000039095","ENSG00000119919","nkx2","nkx2.3","NKX2-3","NKX2-3","nkx2-3"
"ENSSSAG00000001027","ENSDARG00000063250","ENSG00000158480","spata2","spata2","SPATA2","SPATA2","spata2"
"ENSSSAG00000001032","ENSDARG00000009886","ENSG00000124226","rnf114","rnf114","RNF114","RNF114","rnf114"
"ENSSSAG00000001037","ENSDARG00000020235","ENSG00000184640","septin9a","septin9a","SEPTIN9","SEPTIN9","septin9"
"ENSSSAG00000001038","ENSDARG00000078087","ENSG00000119946","cnnm1","cnnm1","CNNM1","CNNM1","cnnm1"
"ENSSSAG00000001040","ENSDARG00000054362","ENSG00000108588","ccdc47","ccdc47","CCDC47","CCDC47","ccdc47"
"ENSSSAG00000001043","ENSDARG00000037930","ENSG00000125352|ENSG00000139797","rnf113a","rnf113a","RNF113A","RNF113A|RNF113B","rnf113a"
"ENSSSAG00000001047","ENSDARG00000019774","ENSG00000174306","zhx3b","zhx3b","ZHX3","ZHX3","zhx3"
"ENSSSAG00000001051","ENSDARG00000060030","NA","setd1a","setd1a",NA,NA,"setd1a"
"ENSSSAG00000001054","ENSDARG00000104798","NA",NA,"",NA,NA,NA
"ENSSSAG00000001058","ENSDARG00000078163","ENSG00000172987","hpse2","hpse2","HPSE2","HPSE2","hpse2"
"ENSSSAG00000001059","ENSDARG00000098311","ENSG00000169740","si:zfos-932h1","si:zfos-932h1.3","ZNF32","ZNF32","znf32"
"ENSSSAG00000001060","ENSDARG00000071272","ENSG00000198646","ncoa6","ncoa6","NCOA6","NCOA6","ncoa6"
"ENSSSAG00000001061","ENSDARG00000060030","NA","setd1a","setd1a",NA,NA,"setd1a"
"ENSSSAG00000001063","ENSDARG00000022309","NA","dspa","dspa",NA,NA,"dspa"
"ENSSSAG00000001065","ENSDARG00000003403","ENSG00000009694","tenm1","tenm1","TENM1","TENM1","tenm1"
"ENSSSAG00000001068","ENSDARG00000033666","ENSG00000155252","pi4k2a","pi4k2a","PI4K2A","PI4K2A","pi4k2a"
"ENSSSAG00000001070","ENSDARG00000007443","ENSG00000155034","fbxl18","fbxl18","FBXL18","FBXL18","fbxl18"
"ENSSSAG00000001071","ENSDARG00000026170","ENSG00000107521","hps1","hps1","HPS1","HPS1","hps1"
"ENSSSAG00000001077","ENSDARG00000019581","ENSG00000138768","uso1","uso1","USO1","USO1","uso1"
"ENSSSAG00000001079","ENSDARG00000075030|ENSDARG00000114081","NA","stx10","stx10|",NA,NA,"stx10"
"ENSSSAG00000001080","ENSDARG00000075599","ENSG00000164045","cdc25d","cdc25d","CDC25A","CDC25A","cdc25a"
"ENSSSAG00000001085","ENSDARG00000115505","ENSG00000167889","MGAT5B","MGAT5B","MGAT5B","MGAT5B","mgat5b"
"ENSSSAG00000001086","ENSDARG00000042925","ENSG00000100060","mfng","mfng","MFNG","MFNG","mfng"
"ENSSSAG00000001088","ENSDARG00000021257","ENSG00000100353","eif3d","eif3d","EIF3D","EIF3D","eif3d"
"ENSSSAG00000001091","ENSDARG00000037909","ENSG00000142444","timm29","timm29","TIMM29","TIMM29","timm29"
"ENSSSAG00000001092","ENSDARG00000101057","ENSG00000115875","srsf7b","srsf7b","SRSF7","SRSF7","srsf7"
"ENSSSAG00000001094","ENSDARG00000036619","ENSG00000128268","mgat3b","mgat3b","MGAT3","MGAT3","mgat3"
"ENSSSAG00000001095","ENSDARG00000058738","ENSG00000225697","slc26a6l2","slc26a6l2","SLC26A6","SLC26A6","slc26a6"
"ENSSSAG00000001096","ENSDARG00000069726","ENSG00000107249","glis3","glis3","GLIS3","GLIS3","glis3"
